Neighborhood,Total Population,Group Quarter Population,Percent Female,Housholds,Family Households,Non-Family Households,"Single Person Households, % of Total","Households with Children, % of Total","Households with 60 years and older, % of Total",Average Household Size,Average Family Household Size,Asian,Black/African American,White,Native American Indian,Native Hawaiian/Pacific Islander,Other/Two or More Races,% Latino (of Any Race),0-4 Years,5-17 Years,18-34 Years,35-59 Years,60 and older,High School or Less,Some College/Associate Degree,College Degree,Graduate/Professional Degree,Foreign Born,English Only,Spanish Only,Asian/Pacific Islander,Other European Languages,Other Languages,% of All Households,% of Spanish-Speaking Households,% of Asian-Speaking Households,% of Other European-Speaking Households,% of Households Speaking Other Languages,Total Number of Units,Median Year Structure Built,Owner Occupied,Renter Occupied,Vacant Units,For Rent,For Sale Only,"Rented or Sold, Not Occupied","For Seasonal, Recreation or Occasional Use",Other Vacant,Median Year Moved in to Unit (Own),Median Year Moved in to Unit (Rent),Percent in Same House Last Year,Percent Abroad Last Year,"Overcrowding, Renter Occupied Housing",Single Family Housing,2-4 Units,5-9 Units,10-19 Units,20 Units or More,Other Type,No Bedroom,1 Bedroom,2 Bedrooms,3-4 Bedrooms,5 or More Bedrooms,Median Rent,Median Contract Rent,Median Rent as % of Household Income,Rent Burdened,Extremely Rent Burdened,Median Home Value,Vehicles Available,Vehicles Homeowners,Vehicles Renters,Vehicles Per Capita,Households with no Vehicle,Percent of Homeowning Households,Percent of Renting Households,Median Household Income (B19013_001),Median Family Income (B19113_001),Per Capita Income,Percent in Poverty,Household Income Less than 10000,Household Income 10000 to 14999,Household Income 15000 to 19999,Household Income 20000 to 24999,Household Income 25000 to 29999,Household Income 30000 to 34999,Household Income 35000 to 39999,Household Income 40000 to 44999,Household Income 45000 to 49999,Household Income 50000 to 59999,Household Income 60000 to 74999,Household Income 75000 to 99999,Household Income 100000 to 124999,Household Income 125000 to 149999,Household Income 150000 to 199999,Household Income Greater than 200000,Unemployment Rate,Percent Unemployment Female,Percent Unemployment Male,Employed Residents,Managerial Professional,Services,Sales and Office,Natural Resources,Production Transport Materials,Workers 16 Years and Older,Car,Drove Alone,Carpooled,Transit,Bike,Walk,Other Journey Type,Worked at Home,Population Density per Acre
Outer Mission,25042.0,203.0,0.5032345659292389,6785.0,0.7416359616801769,0.25836403831982313,0.15047899778924098,0.2767870302137067,0.5298452468680914,3.6608695652173915,4.269077901430842,0.5515533903042888,0.015254372653941379,0.22917498602348055,0.0007587253414264037,0.0031147671911189202,0.20014375848574395,0.2858797220669276,0.03338391502276176,0.10889705295104225,0.23660250778691796,0.3580384953278492,0.2630780289114288,0.4689540003036284,0.22038358382672943,0.21851120894691564,0.09215120692272659,0.5585416500279531,0.2666281087333719,0.23919689333223168,0.4694290671734281,0.019581921837560936,0.005164008923407419,0.16037346112534082,0.03271916053870941,0.12360571759068,0.0008675534991324465,0.000578368999421631,6923.0,1939.0,0.6504053058216654,0.34959469417833455,0.019933554817275746,0.057971014492753624,0.0,0.0,0.0,0.9420289855072463,2000.57902403496,2010.4401408450703,0.9372027408303104,0.010278113663845224,0.16020236087689713,0.8172757475083057,0.12812364581828686,0.010255669507438971,0.02860031778130868,0.01574461938465983,0.0,0.03004477827531417,0.0901343348259425,0.38234869276325295,0.42438249313881266,0.07308970099667775,1779.3017456359103,1605.080831408776,29.356395348837207,0.4515177065767285,0.24578414839797638,889533.2187857961,11231.0,0.7343068293117264,0.26569317068827353,0.44848654260841786,0.13515106853352984,0.07477906186267845,0.24747048903878582,98168.63323500492,100431.03448275862,34576.00431275457,0.06706533954085728,174.0,131.0,148.0,113.0,209.0,204.0,106.0,262.0,220.0,252.0,631.0,1017.0,871.0,485.0,680.0,1282.0,0.05055292259083728,0.48769088994207477,0.5628620326487626,14424.0,0.3057404326123128,0.3043538546866334,0.20542151968940656,0.06717970049916805,0.11730449251247921,14047.0,0.5676656937424361,0.47376664056382145,0.09389905317861465,0.3657008613938919,0.01117676372179113,0.007118957784580338,0.012671744856553,0.03566597850074749,25042.0
Outer Richmond,45921.0,202.0,0.5123364038239585,18652.0,0.5379047823289728,0.46209521767102724,0.32050182286081924,0.21391807849024233,0.4276753163199657,2.4511580527557366,3.24389514601814,0.44151913068095205,0.01981664162365802,0.4457655538860216,0.0005008601729056423,0.001938111103852268,0.09045970253261035,0.06541669388732824,0.051392609045970254,0.09043792600335358,0.25206332614707866,0.3517345005553015,0.254371638248296,0.2033302907089315,0.20736868309683842,0.3637042569081404,0.22559676928608968,0.3410857777487424,0.5573563508643052,0.03739583572461606,0.30547967218383415,0.09242212070429971,0.007346020522944836,0.10966231261908588,0.0015610293611257777,0.07988797318702509,0.027111406992493287,0.0,20290.0,1939.0,0.39856315676603044,0.6014368432339695,0.08072942336126171,0.12026862026862027,0.016483516483516484,0.1916971916971917,0.17399267399267399,0.49755799755799757,1995.8412235979606,2010.4814573845154,0.8870072671217794,0.0068707333186522794,0.05357461223034409,0.3517003449975357,0.4006899950714638,0.11611631345490389,0.08275012321340562,0.04874322326269098,0.0,0.06766880236569739,0.22617052735337606,0.3582552981764416,0.3110892065056678,0.036816165598817154,1927.3544723142452,1845.4545454545455,25.329474852071005,0.3569263683366019,0.16286325548226066,1303948.397185301,23016.0,0.5065606534584637,0.4934393465415363,0.5012085973737506,0.2028736864679391,0.11770244821092278,0.2593153859868069,104987.87143723469,139766.9220945083,57447.008993706586,0.09321959945896417,761.0,923.0,493.0,573.0,246.0,552.0,371.0,525.0,480.0,999.0,1171.0,1903.0,1649.0,1415.0,2841.0,3750.0,0.03597906672481466,0.4953118185782817,0.5406672481465329,26520.0,0.5559954751131222,0.1415158371040724,0.20165912518853696,0.032805429864253395,0.06802413273001508,26073.0,0.47716028075020134,0.3853795113719173,0.09178076937828406,0.35726613738350016,0.03175698998964446,0.03628274460169524,0.025620373566524756,0.07191347370843401,45921.0
Pacific Heights,24279.0,518.0,0.5182256270851353,12815.0,0.3537261022239563,0.6462738977760437,0.48294966835739367,0.12891143191572377,0.278579789309403,1.8541552867733124,2.7317449812486214,0.1888875159602949,0.03163227480538737,0.7072778944767083,0.001729890028419622,0.0009061328720293257,0.06956629185716051,0.08097532847316612,0.05259689443552041,0.06116396886197949,0.3568927880060958,0.3276494089542403,0.20169693974216402,0.06969166423499659,0.10441591284894465,0.4698472911195409,0.35604513179651787,0.19733102681329545,0.7774976089035736,0.04303973567515868,0.10920789496565517,0.06077732371098166,0.009477436744630901,0.017650639074863056,0.0022606729849578297,0.01025997739327015,0.00399965220415616,0.0,14774.0,1939.0,0.26547015216543113,0.7345298478345689,0.13259780695816975,0.12149055640632976,0.0,0.20520673813169985,0.29249617151607965,0.38080653394589076,2005.6934306569342,2012.809026836541,0.8039535272484118,0.014125710464727517,0.03442048231169659,0.13009340733721403,0.15669419250033842,0.16738865574658182,0.20014891024773251,0.343982672262082,0.001692161906051171,0.17009611479626371,0.3873697035332341,0.23419520779748207,0.17781237308785705,0.030526600785163123,2471.111805121799,2421.798780487805,20.43279016580903,0.2758950387761606,0.14140019122490174,1768672.1991701245,11979.0,0.3820018365472911,0.6179981634527089,0.4933893488199679,0.28763168162309793,0.12463256907701352,0.3465420163603527,169015.19949335023,208925.69227981154,121021.25293463487,0.0598556077904634,589.0,285.0,257.0,192.0,246.0,262.0,195.0,161.0,178.0,325.0,503.0,839.0,977.0,798.0,1579.0,5429.0,0.03579733202790356,0.5066087382205361,0.5291885938073675,15720.0,0.7327608142493639,0.04243002544529262,0.1986641221374046,0.01431297709923664,0.01183206106870229,15431.0,0.33737282094485127,0.29298166029421296,0.04439116065063833,0.34288121314237574,0.019376579612468407,0.1312941481433478,0.07906162918799818,0.09001360896895859,24279.0
Portola,16331.0,196.0,0.4999081501438981,4853.0,0.7372759118071296,0.2627240881928704,0.18318565835565628,0.2820935503812075,0.5520296723676077,3.3247475788172265,3.942146450531023,0.5491396730145123,0.04721082603637254,0.19845692241748822,0.007164288775947584,0.0027554956830567632,0.19527279407262263,0.2419325209723838,0.047394525748576326,0.11542465250137775,0.20415161349580552,0.3666646255587533,0.26636458269548713,0.4424198833213458,0.2646847278830017,0.18700551426516424,0.10588987453048829,0.48649807115302185,0.34858905958732406,0.1580638940669795,0.4710419746737803,0.021340875490133058,0.0009641961817831201,0.14694349810374752,0.01517001992672109,0.12618114032268432,0.0039210644725846885,0.0,4978.0,1953.7823371989296,0.6641252833298991,0.335874716670101,0.02511048613901165,0.0,0.12,0.0,0.0,0.88,1997.6715039577837,2010.440705128205,0.9613856468835361,0.006518500124161907,0.1116564417177914,0.8013258336681398,0.11430293290478104,0.027119325030132584,0.025914021695460025,0.02189634391321816,0.00944154278826838,0.030132583366813983,0.09321012454801125,0.34250703093611895,0.4911611088790679,0.042989152269987944,1865.521327014218,1718.75,36.56835443037975,0.5343558282208589,0.26319018404907973,876230.5168170631,8266.0,0.7541737236873941,0.24582627631260587,0.5061539403588268,0.16587677725118483,0.10859447719515979,0.2791411042944785,90369.5652173913,99245.47283702213,36876.54154675158,0.08390621163761355,254.0,167.0,166.0,88.0,120.0,96.0,162.0,147.0,119.0,315.0,439.0,575.0,497.0,423.0,464.0,821.0,0.04837655262584441,0.5078448463717585,0.5405317062540859,8734.0,0.3537897870391573,0.24753835585069842,0.1970460270208381,0.06262880696130066,0.1389970231280055,8439.0,0.6113283564403366,0.49389738120630405,0.11743097523403247,0.323498044792037,0.0073468420428960774,0.0130347197535253,0.018011612750325867,0.02678042422087925,16331.0
Potrero Hill,15161.0,15.0,0.4778048941362707,6757.0,0.5022939174189729,0.4977060825810271,0.2844457599526417,0.24700310788811602,0.21222435992304278,2.2415273050170192,2.8279316440777844,0.21119978893212848,0.05659257304927116,0.5580106853109953,0.0023085548446672385,0.0,0.1718883978629378,0.14669217070114107,0.060484136930281644,0.11173405448189433,0.31712947694743093,0.3834839390541521,0.12716839258624102,0.1264021429767286,0.1323455549974887,0.40733299849321947,0.3339193035325632,0.21410197216542445,0.7309042403819151,0.10327155293456894,0.10453524290929514,0.057989328840213426,0.0032996349340073013,0.02906486941870261,0.004142094917158102,0.020008424599831508,0.002737994945240101,0.0,7310.0,1970.0276243093922,0.453899659612254,0.546100340387746,0.07564979480164159,0.11211573236889692,0.0,0.13200723327305605,0.24773960216998192,0.5081374321880651,2007.7141327623126,2014.1356492969396,0.8211224216447898,0.014264666488079293,0.07588075880758807,0.23679890560875513,0.3352941176470588,0.07004103967168263,0.09699042407660739,0.2585499316005472,0.002325581395348837,0.1015047879616963,0.21108071135430917,0.3934336525307798,0.29124487004103966,0.0027359781121751026,2356.3829787234044,2279.970760233918,22.176794657762937,0.26856368563685634,0.1078590785907859,1244666.6666666667,8269.0,0.5371870842907244,0.46281291570927563,0.5454125717300969,0.15465443244043214,0.04727746984023476,0.24390243902439024,170657.72669220946,179047.61904761905,96953.5057054284,0.10882197569994717,134.0,188.0,343.0,52.0,173.0,176.0,68.0,106.0,51.0,127.0,123.0,428.0,519.0,567.0,783.0,2919.0,0.02529260067446935,0.43860345169609205,0.5866891489783773,9827.0,0.7502798412536889,0.09188969166581866,0.12984634171161086,0.012211254706421084,0.015772870662460567,9586.0,0.38493636553306904,0.314938451909034,0.06999791362403505,0.26330064677654913,0.09628625078239099,0.09764239515960776,0.06958063843104527,0.08825370331733778,15161.0
Presidio,4226.0,0.0,0.5399905347846663,1324.0,0.5566465256797583,0.4433534743202417,0.1268882175226586,0.3851963746223565,0.12462235649546828,3.191842900302115,3.305291723202171,0.08400378608613346,0.02106010411736867,0.7371036441079034,0.013014671083767155,0.0,0.14481779460482727,0.13913866540463796,0.057501183151916706,0.15404637955513487,0.3951727401798391,0.3402744912446758,0.053005205868433505,0.08052500886839305,0.0776871230932955,0.5083362894643491,0.3334515785739624,0.11003312825366778,0.8327893547577203,0.06954556866683405,0.04017072558373085,0.056490082852121516,0.0010042681395932714,0.010293748430831032,0.0,0.0,0.010293748430831032,0.0,1336.0,1945.2558139534883,0.0256797583081571,0.974320241691843,0.008982035928143712,0.0,0.0,0.0,1.0,0.0,2005.0,2013.2794676806084,0.8400868306801736,0.012542209358417752,0.010852713178294573,0.25748502994011974,0.5254491017964071,0.051646706586826345,0.006736526946107785,0.14895209580838323,0.009730538922155689,0.01721556886227545,0.08083832335329341,0.2275449101796407,0.6332335329341318,0.04116766467065868,3364.369501466276,3213.323353293413,22.985975609756096,0.28294573643410853,0.1310077519379845,2000001.0,2429.0,0.03705228489090161,0.9629477151090984,0.5747752011358258,0.024924471299093656,0.0,0.02558139534883721,200890.24332344215,211129.13713080168,80113.18031235211,0.03593526891956211,0.0,11.0,0.0,0.0,32.0,13.0,0.0,23.0,33.0,40.0,84.0,80.0,69.0,70.0,195.0,674.0,0.019832985386221295,0.5448851774530271,0.47494780793319413,2817.0,0.5946041888533902,0.12105076322328719,0.23145189918352857,0.014909478168264111,0.037983670571529994,2807.0,0.4356964731029569,0.33558959743498396,0.10010687566797292,0.2589953687210545,0.07695048094050588,0.058781617385108655,0.07873174207338796,0.09084431777698611,4226.0
Presidio Heights,10585.0,196.0,0.5142182333490789,4805.0,0.47075962539021854,0.5292403746097815,0.3627471383975026,0.20541103017689907,0.3377731529656608,2.1621227887617067,2.8952254641909816,0.18904109589041096,0.010581010864430798,0.7128011336797355,9.44733112895607e-05,0.002267359470949457,0.08521492678318375,0.06169107227208313,0.06962683042040624,0.08842701936702882,0.2934341048653755,0.33377420878601793,0.21473783656117146,0.08483820143012968,0.10447218518967398,0.450854441885832,0.35983517149436434,0.18743504959848842,0.8124492282696995,0.03686027619821283,0.0751421608448416,0.06986190089358245,0.005686433793663688,0.041734362307067424,0.0,0.028533712428919576,0.013200649878147848,0.0,5238.0,1939.0,0.3793964620187305,0.6206035379812695,0.08266513936617029,0.14780600461893764,0.12240184757505773,0.3279445727482679,0.13394919168591224,0.2678983833718245,2005.2591792656588,2011.869606903164,0.8123435393799345,0.01733102253032929,0.031857813547954396,0.26365024818633065,0.31252386407025584,0.1309660175639557,0.18098510882016036,0.11187476135929744,0.0,0.047346315387552504,0.3035509736540664,0.2869415807560137,0.3064146620847652,0.05574646811760214,2195.7762557077626,2098.3870967741937,22.054827586206898,0.2746478873239437,0.1130114017437961,2000000.407860262,5494.0,0.5089188205314888,0.4910811794685111,0.5190363722248464,0.2299687825182102,0.10148107515085025,0.3085177733065057,149321.08626198082,208358.21354933726,107588.95606991024,0.07361032062227281,223.0,192.0,110.0,29.0,74.0,76.0,192.0,108.0,72.0,66.0,172.0,407.0,377.0,313.0,431.0,1963.0,0.047389799909733715,0.4671280276816609,0.5802617722280728,6332.0,0.7274162981680353,0.06743524952621605,0.17419456727732155,0.005685407454200884,0.025268477574226154,6262.0,0.44570424784413926,0.3236984988821463,0.12200574896199297,0.34669434685404027,0.021398914084956883,0.04998403066113063,0.025550942190993294,0.1106675183647397,10585.0
Russian Hill,18139.0,5.0,0.5035007442527152,9636.0,0.36581569115815693,0.6341843088418431,0.40805313408053134,0.0784557907845579,0.3540888335408883,1.881901203819012,2.5741843971631204,0.27245162357351566,0.014333755995369095,0.6733006229670875,0.0016538949225425878,0.0009372071227741331,0.03732289541871107,0.05805171178124483,0.02293400959259055,0.03313302828160317,0.415844313357958,0.27090798831247587,0.2571806604553724,0.15811466846924352,0.09666318441590364,0.443311005960794,0.30191114115405887,0.235183857985556,0.7141567454719856,0.04203577272470801,0.1869322349489364,0.05230491451785815,0.004570332336511877,0.0938892963945156,0.006093776448682503,0.07904982226485358,0.0061502003046888225,0.0,11145.0,1939.0,0.24740556247405562,0.7525944375259443,0.1353970390309556,0.16898608349900596,0.019880715705765408,0.16037110669317428,0.3061630218687873,0.3445990722332671,2006.950354609929,2012.0996240601503,0.8178137651821862,0.024957018468193665,0.051709873138444565,0.06002691790040377,0.32462987886944816,0.19407806191117094,0.18716913414087036,0.23409600717810677,0.0,0.1110812023328847,0.37631224764468374,0.3397936294302378,0.16716016150740243,0.005652759084791386,2239.775461106656,2183.3616298811544,20.655440414507773,0.28874793160507445,0.14575289575289574,1396309.3145869947,7393.0,0.35303665629649666,0.6469633437035033,0.407574838745245,0.3908260689082607,0.17869127516778524,0.46056260341974625,144372.29437229436,165150.17667844522,107297.01747615635,0.06207618942609846,280.0,328.0,229.0,275.0,217.0,336.0,185.0,177.0,92.0,279.0,481.0,695.0,707.0,693.0,1370.0,3292.0,0.01832319655092771,0.49811378859034566,0.520209407960582,12751.0,0.6539879225158811,0.09975688181319112,0.21245392518233863,0.011136381460277626,0.022664889028311506,12610.0,0.24670896114195084,0.1965107057890563,0.05019825535289453,0.34607454401268833,0.03647898493259318,0.21855670103092784,0.07557494052339413,0.07660586835844568,18139.0
Seacliff,2507.0,0.0,0.48384523334662943,891.0,0.7755331088664422,0.2244668911335578,0.17620650953984288,0.3984287317620651,0.4287317620650954,2.813692480359147,3.256150506512301,0.18428400478659754,0.0,0.7183885121659354,0.0,0.0,0.09732748304746709,0.04148384523334663,0.06063023534104507,0.22616673314718788,0.09373753490227363,0.38013562026326286,0.23932987634623054,0.03866128101557992,0.1154068090017311,0.35199076745527985,0.4939411425274091,0.1719186278420423,0.8101910828025478,0.03397027600849257,0.10488322717622081,0.04883227176220807,0.0021231422505307855,0.024628450106157114,0.0,0.02165605095541401,0.0029723991507431,0.0,1020.0,1939.0,0.7530864197530864,0.24691358024691357,0.1264705882352941,0.0,0.17054263565891473,0.16279069767441862,0.46511627906976744,0.20155038759689922,2001.6850828729282,2013.404255319149,0.9409401366010446,0.013660104459622338,0.0,0.7696078431372549,0.15588235294117647,0.047058823529411764,0.027450980392156862,0.0,0.0,0.0,0.045098039215686274,0.20588235294117646,0.5911764705882353,0.15784313725490196,2483.8709677419356,2483.8709677419356,28.04516129032258,0.41363636363636364,0.25,2000000.7291666667,1655.0,0.8283987915407856,0.1716012084592145,0.6601515755883526,0.029180695847362513,0.00894187779433681,0.09090909090909091,173093.22033898305,197544.64285714284,105396.37016354209,0.02512963701635421,21.0,13.0,5.0,14.0,13.0,0.0,4.0,19.0,0.0,34.0,62.0,67.0,36.0,103.0,118.0,382.0,0.03590192644483362,0.44746059544658495,0.5884413309982487,1101.0,0.7411444141689373,0.08356039963669391,0.14623069936421434,0.013623978201634877,0.015440508628519528,1036.0,0.6216216216216216,0.5521235521235521,0.0694980694980695,0.10521235521235521,0.05405405405405406,0.045366795366795366,0.03667953667953668,0.13706563706563707,2507.0
South of Market,24058.0,1435.0,0.40730734059356555,12540.0,0.3314992025518341,0.6685007974481658,0.5289473684210526,0.11084529505582137,0.27137161084529504,1.804066985645933,2.7642530671157086,0.392385069415579,0.0894089284229778,0.3632471527142738,0.007523484911463962,0.005694571452323552,0.14174079308338183,0.1678028098761327,0.023526477678942555,0.05956438606700474,0.3649098013134924,0.36653088369773046,0.18546845124282982,0.2761005978556253,0.22021839023667178,0.3052522357824003,0.19842877612530263,0.43536453570537864,0.5190277541290652,0.11454963391792951,0.2915034905499745,0.06615017878426699,0.008768942618763834,0.15332879278052103,0.03260684488336455,0.10697258641239571,0.012089221862761792,0.000510812191384301,14487.0,1992.539727582293,0.1594896331738437,0.8405103668261563,0.13439635535307518,0.3810991268618387,0.028762198253723677,0.21879815100154082,0.12891628145865433,0.24242424242424243,2012.5333333333333,2012.9607122668174,0.757507413440254,0.02426596500020883,0.12884250474383302,0.03734382549872299,0.0717885000345137,0.052046662525022436,0.07689652792158487,0.761924484020156,0.0,0.3926278732656865,0.3487954718023055,0.1885138399944778,0.061641471664250706,0.008421343273279492,1246.9325153374234,1195.8917835671343,28.992800575953922,0.4347248576850095,0.19886148007590132,950000.0,5674.0,0.35001762425096933,0.6499823757490306,0.23584670379915204,0.6419457735247209,0.2535,0.7156546489563568,69384.61538461539,83450.0,62974.20400698313,0.22274483453720814,1136.0,1987.0,411.0,300.0,422.0,383.0,185.0,200.0,591.0,411.0,390.0,698.0,916.0,882.0,1109.0,2519.0,0.028959891230455472,0.3445275322909585,0.6844323589394969,14251.0,0.6121675671882675,0.18061890393656585,0.14714756859167777,0.009753701494631955,0.05031225878885692,14192.0,0.14416572717023676,0.1302846674182638,0.013881059751972942,0.2898111612175874,0.041925028184892896,0.3984639233370913,0.03868376550169109,0.08695039458850057,24058.0
Sunset/Parkside,82682.0,452.0,0.5079219177088121,28277.0,0.6588393393924391,0.3411606606075609,0.21791562046893234,0.2566043073876295,0.47816246419351416,2.9080171163843405,3.507139023081052,0.5367915628552768,0.015940591664449336,0.3483103940398152,0.0015964780726155632,0.006385912290462253,0.0909750610773808,0.07482886238842795,0.04702353595704022,0.1061536972980818,0.2418543334704047,0.34384751215500353,0.2611209211194698,0.2510957661135291,0.22636605508819957,0.35282899896959535,0.169709179828676,0.4108754021431509,0.474261999644643,0.03228672233926441,0.42521004137370866,0.05472497905931924,0.013516257583064701,0.1078381602660101,0.00164987181765109,0.09463918572480139,0.00797015001142219,0.0017006371043480468,29612.0,1945.137036648115,0.6298758708491,0.37012412915090004,0.04508307442928543,0.08239700374531835,0.03295880149812734,0.5273408239700375,0.11310861423220973,0.2441947565543071,1997.207738748628,2011.39948379696,0.915622634136811,0.009194812806799032,0.05178673800879037,0.7303120356612184,0.17020126975550454,0.05362690801026611,0.02566527083614751,0.020025665270836147,0.00016885046602728624,0.02232203160880724,0.11069836552748885,0.36394029447521276,0.4524517087667162,0.050587599621774955,2178.699897225077,2045.4894925679139,26.997103174603176,0.3981463787502389,0.21307089623542902,1106260.0213789418,46656.0,0.6785836762688614,0.32141632373113854,0.5642824314844828,0.10397142554019168,0.082420975801471,0.14064590101280336,113737.80267437658,128340.1325854156,48657.31477225998,0.07167343366317376,725.0,846.0,746.0,587.0,707.0,569.0,647.0,811.0,721.0,1564.0,2022.0,2673.0,2767.0,2641.0,3797.0,6454.0,0.03917859469911932,0.49238077222187193,0.5467978224772474,45689.0,0.537481669548469,0.17724178686335879,0.17185755871216266,0.03924358160607586,0.07417540326993369,44597.0,0.5454402762517658,0.44184586407157433,0.1035944121801915,0.3180931452788304,0.02583133394622957,0.028522097898961814,0.024418682871045136,0.05769446375316725,82682.0
Tenderloin,29927.0,1523.0,0.42991278778360675,17649.0,0.2343475551022721,0.7656524448977279,0.6616805484730013,0.09552949175590685,0.32653408125106237,1.6093829678735339,3.0602030947775627,0.2913756808233368,0.09753734086276607,0.40585424533030373,0.014602198683463094,0.00427707421392054,0.1863534600862098,0.2411534734520667,0.03682293581047215,0.0664951381695459,0.29271226651518695,0.3713369198382731,0.23263273966652187,0.40216606498194946,0.22041716807059766,0.25182511030886484,0.12559165663858804,0.4203227854445818,0.4932870771899393,0.1775542064180399,0.2192194275802255,0.08100607111882047,0.02893321769297485,0.19361665221162186,0.05044232437120555,0.11156981786643538,0.024076322636600173,0.006418039895923678,20075.0,1939.0,0.025497195308516064,0.974502804691484,0.12084682440846825,0.42003297609233303,0.0,0.10964550700741962,0.05358615004122012,0.4167353668590272,2009.8159509202453,2011.9159388646287,0.8256021559710292,0.01280107798551457,0.1643118785975929,0.012851805728518058,0.0175840597758406,0.025902864259028643,0.07247820672478207,0.8693399750933998,0.0018430884184308842,0.6552926525529266,0.25344956413449565,0.05723536737235367,0.020772104607721047,0.013250311332503113,1034.2496962332928,990.320796460177,31.000056689342404,0.4976452119309262,0.2540845397988255,769927.536231884,3325.0,-601503.68481203,0.926015037593985,0.11110368563504527,0.8167601563827979,0.4222222222222222,0.8270829699401128,35653.52697095436,60726.87224669603,37590.10592441608,0.24297085852891942,2032.0,3376.0,992.0,955.0,606.0,769.0,723.0,644.0,481.0,828.0,1272.0,1212.0,1261.0,758.0,907.0,833.0,0.06995590513645572,0.429686568942915,0.6402693361935407,15595.0,0.4199422891952549,0.29881372234690606,0.17217056748957998,0.03257454312279577,0.07649887784546329,15362.0,0.1305819554745476,0.11886473115479755,0.011717224319750032,0.40033849759145945,0.04504621794037235,0.3621924228616066,0.03697435229787788,0.02486655383413618,29927.0
Treasure Island,3008.0,1210.0,0.4298537234042553,606.0,0.49834983498349833,0.5016501650165016,0.17326732673267325,0.2590759075907591,0.25577557755775576,2.966996699669967,3.281456953642384,0.10638297872340426,0.22772606382978725,0.40625,0.008311170212765957,0.03324468085106383,0.21808510638297873,0.2603058510638298,0.011303191489361703,0.10904255319148937,0.5634973404255319,0.23836436170212766,0.07779255319148937,0.2931701030927835,0.31958762886597936,0.25579896907216493,0.13144329896907217,0.2509973404255319,0.6432414256893073,0.15568258238063215,0.10087424344317418,0.07128446536650974,0.028917283120376596,0.04808338937457969,0.027236045729657026,0.010759919300605245,0.010087424344317418,0.0,688.0,1960.9146341463415,0.0,1.0,0.11918604651162791,0.32926829268292684,0.0,0.3048780487804878,0.0,0.36585365853658536,0.0,2012.1527777777778,0.6988636363636364,0.006016042780748663,0.0594059405940594,0.22965116279069767,0.4316860465116279,0.28488372093023256,0.0436046511627907,0.010174418604651164,0.0,0.00872093023255814,0.024709302325581394,0.3066860465116279,0.6119186046511628,0.04796511627906977,2105.714285714286,2105.714285714286,29.657894736842103,0.466996699669967,0.25742574257425743,0.0,710.0,-938967.1352112676,1.0,0.2360372340425532,0.33663366336633666,0.0,0.33663366336633666,54285.71428571428,37790.6976744186,17452.094414893618,0.492866847826087,24.0,58.0,28.0,0.0,0.0,72.0,85.0,0.0,6.0,70.0,26.0,43.0,26.0,27.0,65.0,76.0,0.15780730897009967,0.5221483942414175,0.6356589147286822,1521.0,0.15121630506245892,0.3576594345825115,0.2314266929651545,0.057856673241288625,0.20184089414858647,1467.0,0.3503749147920927,0.299931833674165,0.050443081117927745,0.5003408316291752,0.023176550783912748,0.08657123381049761,0.004771642808452625,0.034764826175869123,3008.0
Twin Peaks,7794.0,740.0,0.38247369771619194,3483.0,0.42492104507608386,0.5750789549239161,0.42204995693367786,0.12489233419465978,0.3815676141257537,2.0252655756531723,2.9121621621621623,0.19964074929432898,0.034385424685655634,0.6506286887349243,0.0,0.00359250705671029,0.1117526302283808,0.1388247369771619,0.024890941750064153,0.07287657172183731,0.2720041057223505,0.3441108545034642,0.2861175263022838,0.12509252405625462,0.20399703923019985,0.3785344189489267,0.2923760177646188,0.22337695663330767,0.7138157894736842,0.1031578947368421,0.11894736842105263,0.05802631578947368,0.0060526315789473685,0.04368421052631579,0.01986842105263158,0.017236842105263158,0.0038157894736842103,0.0,3770.0,1963.878842676311,0.40166523112259545,0.5983347688774046,0.07612732095490717,0.1672473867595819,0.14285714285714285,0.5435540069686411,0.11846689895470383,0.027874564459930314,2002.6494565217392,2011.734693877551,0.8375595314712319,0.015960870124855194,0.02543186180422265,0.3641909814323607,0.12493368700265252,0.12944297082228118,0.2562334217506631,0.12148541114058356,0.003713527851458886,0.09336870026525199,0.30079575596816976,0.27612732095490716,0.3183023872679045,0.011405835543766578,2170.0680272108843,2001.8867924528302,22.34361111111111,0.29798464491362764,0.07629558541266794,1267788.4615384615,5123.0,0.45305485067343354,0.5469451493265665,0.6573004875545291,0.11312087281079529,0.021443888491779844,0.1746641074856046,128450.92024539877,172995.7805907173,76989.4277649474,0.05683106575963719,129.0,106.0,29.0,47.0,88.0,92.0,43.0,93.0,14.0,191.0,166.0,340.0,381.0,163.0,483.0,1118.0,0.021715288440447466,0.37771441105505593,0.6440008773853916,4460.0,0.7381165919282511,0.08408071748878924,0.11591928251121077,0.02623318385650224,0.035650224215246634,4419.0,0.598551708531342,0.5155012446254809,0.08305046390586106,0.25390359809911744,0.01697216564833673,0.02376103190767142,0.05725277212038923,0.04955872369314324,7794.0
